Date,Title,Content
190624,Canada condemns actions by People’s Republic of China against Philippine vessels in South China Sea,"Statement
June 18, 2024 - Ottawa, Ontario - Global Affairs Canada

Today, Global Affairs Canada issued the following statement on actions taken by the People’s Republic of China against Philippine vessels in the South China Sea:

“Canada condemns the dangerous and destabilizing actions taken by the People’s Republic of China (PRC) against Philippine vessels on June 17, 2024, near Second Thomas Shoal. The PRC’s use of water cannons, dangerous maneuvers and ramming of Philippine vessels is inconsistent with the PRC’s obligations under international law, including the UN Convention on the Law of the Sea [UNCLOS].

“Furthermore, reports of boarding and towing of Philippine vessels by the PRC are deeply concerning. These actions jeopardize regional peace, stability and prosperity throughout the Indo-Pacific.

“The rules-based order, including the principles enshrined in the UN Charter, is vital and must be maintained.

“Canada opposes escalatory and coercive actions, including the unilateral declaration of authority over disputed features. Disputes must be resolved through dialogue rather than through force or coercion.

“We call upon the PRC to comply with its obligations, including implementation of the 2016 UNCLOS arbitral tribunal ruling, which is binding on the parties.”"
080624,"Tribunal Initiates Final Injury Inquiry—Certain Wire Rod from China, Egypt and Vietnam","News release
Ottawa, Ontario, June 7, 2024—The Canadian International Trade Tribunal today initiated an inquiry to determine whether the dumping of certain wire rod originating in or exported from the People’s Republic of China, the Arab Republic of Egypt and the Socialist Republic of Vietnam has caused injury or is threatening to cause injury. This final injury inquiry was initiated further to a notice received from the Canada Border Services Agency stating that a preliminary determination had been made respecting the dumping of the above-mentioned goods.

On October 4, 2024, the Tribunal will determine whether the dumping has caused injury or retardation or is threatening to cause injury to the domestic industry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s inquiry may do so by filing Form I—Notice of Participation."
050624,Statement by Foreign Affairs Minister on 35th anniversary of Tiananmen Square,"Statement
June 4, 2024 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mélanie Joly, Minister of Foreign Affairs, today issued the following statement:

“Today, Canada marks the 35th anniversary of the violent crackdown in and around Beijing’s Tiananmen Square on June 4, 1989, against unarmed and peaceful citizens, many of whom were students.

“Thirty-five years have passed but many of the victims’ families still do not know the truth of what happened that day.

“The Constitution of the People’s Republic of China says that Chinese citizens enjoy freedom of speech, of the press, of assembly, of association, of procession, of demonstration, and of religion or belief. Motivated by love of their country, the protestors of 1989 believed passionately in these principles.

“The spirit of those lost in 1989 lives on, in the voices of those calling for accountability and human rights today.

“Canada calls on China to uphold its human rights obligations under international law and we will continue to speak for those who cannot speak freely and stand with those who stand for human dignity.”"
190524,Minister Ng advances Canada’s trade priorities at the Asia-Pacific Economic Cooperation Ministers Responsible for Trade Meeting,"News release
May 19, 2024 - Arequipa, Peru - Global Affairs Canada

This week, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, participated in the Asia-Pacific Economic Cooperation (APEC) Ministers Responsible for Trade Meeting in Arequipa, Peru. The meeting’s theme was Empower, Include, Grow.

While at the APEC meeting, Minister Ng emphasized the importance of the rules-based multilateral trading system with the WTO at its core. She encouraged APEC partners to move forward on outstanding priorities outlined at the 13th WTO Ministerial Conference, including those related to dispute settlement, fisheries subsidies, investment facilitation for development and WTO reform.

She highlighted Canada’s ongoing efforts to deepen ties with countries in the Indo-Pacific region, citing its collaboration with APEC member economies to promote strong and inclusive growth that benefits everyone across the region. These efforts include enhancing trade networks through digital advancements.

During a meeting of the APEC Business Advisory Council, ministers and private sector executives discussed potential solutions to support businesses—including small and medium-sized enterprises—to succeed in international trade. 

Minister Ng and her Peruvian counterpart, Minister Elizabeth Galdo Marin, also issued a joint statement on the 15th anniversary of the Canada-Peru Free Trade Agreement, which underpins the strong trade relationship between Canada and Peru. The ministers noted that this year marks the 80th anniversary of diplomatic ties between Canada and Peru, an outstanding milestone for the 2 countries.

On the margins of the APEC meeting, Minister Ng hosted a breakfast with ministers of member economies of the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP) to discuss progress made on Canada’s priorities and set goals for the CPTPP Commission meeting in the fall. They also discussed ways to make the CPTPP work for as many people as possible, including those who have been traditionally under-represented, such as women and Indigenous Peoples.

Minister Ng noted that, as the commission’s 2024 chair, Canada is working to ensure that the CPTPP remains at the cutting edge of trade policy to build a brighter future for member economies. She also highlighted Canada’s progress on the General Review of the CPTPP, which aims to address challenges and adapt the agreement to global changes.

Minister Ng reiterated Canada’s commitment to helping women entrepreneurs overcome obstacles and discover opportunities in global markets. She spoke about opportunities to empower women in trade and highlighted the many ways Canadian programs and Global Trade and Gender Arrangement initiatives are helping make international trade more inclusive and sustainable. She also highlighted Canada’s Women Entrepreneurship Strategy and SheTrades, an International Trade Centre initiative, which support women in trade. The meeting ended with a joint declaration endorsed by all partners.

In a series of bilateral meetings, Minister Ng spoke with Elizabeth Galdo Marín, Peru’s Minister of Foreign Trade and Tourism; Tim Ayres, Australia’s Assistant Minister for Trade; Zulkifli Hasan, the Republic of Indonesia’s Minister for International Trade; Dato Dr. Amin Liew, Brunei Darussalam’s Minister of Finance and Economy; Mr. Allan Gepty, Undersecretary for the International Trade Group (ITG) of the Philippines, Japan’s State Minsiter Tatsunori Ibayashi, and Thailand’s Trade Representative and Advisor to the Prime Minister, Dr. Nalinee Taveesin and to advance Canada’s interests on trade and investment issues.

Throughout her meetings, Minister Ng condemned Russia’s illegal and unjustifiable war of aggression against Ukraine, which has had significant economic and trade impacts globally, including by exacerbating supply-chain issues, energy and food insecurity, and high inflation.

Quotes
“As Canada is immersed in implementing its Indo-Pacific Strategy, the APEC meeting allowed us to advance our trade priorities, including strengthening resilient supply chains and growing sustainable and inclusive economies in the Indo-Pacific region. These meetings in Peru were great opportunities for Canada to actively engage on important issues to strengthen the rules-based trading system and support Canadian workers and businesses from coast to coast to coast.”

- Mary Ng, Minister of Export Promotion, International Trade and Economic Development
Quick facts
Canada is a founding member of APEC. Since its establishment in 1989, APEC has become the pre-eminent economic forum in the Asia-Pacific region.

APEC is a leading platform for Canada to advance economic policies in the region that promote free, fair and open trade and investment, as well as advance inclusive and sustainable growth.

Canada’s APEC membership strengthens its relationships with emerging economies and helps to advance the goals outlined in its Indo-Pacific Strategy.

The 21 APEC member economies account for nearly 40% of the world’s population, around half of global merchandise trade and approximately 60% of global GDP.

In 2023, 88% of Canada’s merchandise exports were to APEC economies. Four of Canada’s top 5 merchandise trading partners are APEC economies.

In 2023, foreign investment from APEC economies in Canada was valued at $866.2 billion.

From 2009 to 2023, bilateral merchandise trade between Canada and Peru increased by 83.9%. Peru became Canada’s second-largest merchandise export market in Central and South America and the third-largest market for direct foreign investment in Central and South America.

The value of Canada’s merchandise exports to Peru has risen steadily over the past 20 years, reaching $1.4 billion in 2023, while bilateral merchandise trade grew from $622 million in 2004 to $6.1 billion in 2023. Canadian foreign direct investment in Peru totaled $15.6 billion in 2023."
160524,Tribunal Continues Order—Hot-rolled Carbon Steel Plate from China,"News release
Ottawa, Ontario, May 15, 2024—The Canadian International Trade Tribunal today continued its order made on August 9, 2018, in expiry review RR-2017-004, concerning the dumping of hot-rolled carbon steel plate from the People’s Republic of China.

The Tribunal found that the expiry of the order was likely to result in injury. As such, the Tribunal continued its order. The Canada Border Services Agency will therefore continue to impose anti-dumping duties on this product.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters."
140524,Tribunal Initiates Expiry Review—Unitized Wall Modules from China,"News release
Ottawa, Ontario, May 13, 2024—The Canadian International Trade Tribunal today initiated an expiry review of its order made on July 3, 2019, in expiry review RR-2018-002, to determine if the expiry of the order is likely to lead to continued or resumed dumping or subsidizing of unitized wall modules from the People’s Republic of China and is likely to result in injury to the domestic industry.

No later than October 10, 2024, the Canada Border Services Agency will determine if there is a likelihood of resumed or continued dumping or subsidizing. In the event of a positive determination, the Tribunal will determine, no later than March 19, 2025, whether the continued or resumed dumping or subsidizing is likely to result in injury to the domestic industry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s expiry review may do so by filing Form I—Notice of Participation."
130524,"Minister Ng to attend the Asia-Pacific Economic Cooperation (APEC) Ministers Responsible for Trade Meeting in Arequipa, Peru to advance Canada’s trade priorities","News release
May 13, 2024 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, today announced that she will visit Arequipa, Peru, from May 15 to 18, to participate in the Asia-Pacific Economic Cooperation (APEC) Ministers Responsible for Trade Meeting. The Minister will also represent Canada at the first APEC joint meeting of ministers for women and ministers responsible for trade.

Under Peru’s priority theme for APEC of Empower, Include and Grow, Minister Ng will work with APEC economies to advance new opportunities for Canadian workers and businesses and to support a strong and inclusive global economy that benefits people on both sides of the Pacific. Canada’s membership at APEC strengthens relationships with emerging economies and helps to advance the goals of Canada’s Indo-Pacific Strategy.

In Arequipa, Minister Ng will chair a meeting about the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP) to discuss progress on trade priorities. She will also attend a Global Trade and Gender Arrangement (GTAGA) event to discuss opportunities to empower women in trade and help make international trade more inclusive.

Minister Ng is scheduled to meet with her international counterparts to discuss trade priorities that will provide opportunities for Canadian businesses and workers.

Quotes
“As Canada continues to deepen and diversify its engagement in the Indo-Pacific, meetings with our APEC and CPTPP partners are crucial to exploring trade opportunities for our Canadian businesses to grow and find successes in this fast-growing region. I am looking forward to meeting my international counterparts to address economic and trade priorities that will benefit Canadians across the country.”

- Mary Ng, Minister of Export Promotion, International Trade and Economic Development
Quick facts
Canada is a founding member of APEC. Since its establishment in 1989, APEC has become the pre-eminent economic forum in the Asia-Pacific region.

APEC is a leading platform for Canada to advance economic policies in the region to promote free, fair and open trade and investment, as well as to advance inclusive and sustainable growth.

The 21 APEC member economies account for nearly 40% of the world’s population, around half of the global merchandise trade and around 60% of global GDP.

In 2023, fellow APEC economies were the destination for more than 88% of Canada’s merchandise exports. Four of Canada’s top 5 merchandise trading partners are APEC economies.

In 2023, foreign investment from APEC economies in Canada was valued at $866.2 billion.

"
240424,"Tribunal Initiates Inquiry—Pea Protein from China
","News release
Ottawa, Ontario, April 23, 2024—The Canadian International Trade Tribunal today initiated a preliminary injury inquiry into a complaint by Nutri-Pea LP and Roquette Canada Limited, of Portage la Prairie, Manitoba, that they have suffered injury as a result of the dumping and subsidizing of pea protein from the People’s Republic of China. The Tribunal’s inquiry is conducted pursuant to the Special Import Measures Act (SIMA) as a result of the initiation of dumping and subsidizing investigations by the Canada Border Services Agency (CBSA).

On June 20, 2024, the Tribunal will determine whether there is a reasonable indication that the alleged dumping and subsidizing have caused injury or retardation, or are threatening to cause injury, as these words are defined in SIMA. If so, the CBSA will continue its investigations and, by July 19, 2024, will make preliminary determinations. If these preliminary determinations indicate that there has been dumping or subsidizing, the CBSA will then continue its investigations and, concurrently, the Tribunal will initiate a final injury inquiry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s inquiry may do so by filing a Form I – Notice of Participation."
220424,The CBSA launches investigations into the alleged dumping and subsidizing of certain pea protein from China,"News release
April 22, 2024

Ottawa, Ontario – The Canada Border Services Agency (CBSA) is committed to protecting the Canadian economy and jobs by ensuring a fair playing field when faced with international competition.

The CBSA announced today that it is launching investigations to determine whether certain pea protein from China are being sold at unfair prices in Canada and whether these goods are being subsidized.

The investigations are the result of a complaint filed with the CBSA by Nutri-Pea GP Inc. and Roquette Canada Ltd. (collectively “the complainants”) (Portage La Prairie, MB). The complainants allege that as a result of an increase of the volume of the dumped and subsidized imports from China, they have suffered material injury in the form of lost market share, lost sales, a lack of growth, price undercutting, price suppression, reduced profitability, a decline in the return on investments, negative effects on inventories, cash flow, and the ability to raise capital, a decline in capacity utilization, and negative effects on employment.

The CBSA and the Canadian International Trade Tribunal (CITT) both play a role in the investigations. The CITT will begin a preliminary inquiry to determine whether the imports are harming Canadian producers and will issue a decision by June 21, 2024. Concurrently, the CBSA will investigate whether the imports are being sold in Canada at unfair prices and/or are being subsidized, and will make a preliminary decision by July 22, 2024.

Currently, there are 150 special import measures in force in Canada, covering a wide variety of industrial and consumer products, from steel products to refined sugar. These measures have directly helped to protect approximately 30,000 Canadian jobs and $11 billion in Canadian production.

Quick facts
The subject goods are certain pea protein. For more product information, please refer to the CBSA’s Anti-dumping and countervailing webpage. 

The Canadian market for certain pea protein has been estimated to be approximately $54 million in 2022 and $45 million in 2023.

A statement of reasons, with additional details about these investigations, will be available on the CBSA's website within 15 days from the date the investigations are launched."
120424,Canada-China Scholars' Exchange Program,"The Canada-China Scholars’ Exchange Program (CCSEP) is Canada’s longest-running bilateral scholarship program. Established in 1973 by then Canadian Prime Minister Pierre Elliott Trudeau and Chinese premier Zhou Enlai, this prestigious program has fostered mutual understanding, academic collaboration, and cultural exchange for over five decades. The CCSEP program aims to deepen Chinese scholars' and professionals' knowledge and understanding of Canada.

Scholarships are usually awarded for 4 to 12-month periods of research in Canada, but do not involve formal enrolment at a Canadian university. The recipients are placed as visiting scholars. Successful candidates will travel to Canada before the end of February 2026 to begin their program.

Eligibility
Canada offers awards to full-time, permanent teaching or research staff, Master’s or doctoral graduates as well as non-academics in China holding senior professional posts (e.g., judges, broadcasters, economists) so that upon their return home they can make a distinctive contribution to life in China and to mutual understanding between Canada and China.

Fields
The program focuses on Canadian studies, with an emphasis on social sciences and humanities. Relevant fields include business, economics, law, international relations, history, politics, sociology, geography, arts, English or French literature, linguistics, education, communication policy, media studies, planning, science policy, social management, environmental studies, architecture, and other related areas.

Administrators
China Scholarship Council and the Canadian Embassy in China.

Interested candidates need to consult the China Scholarship Council (Chinese only) for application details: https://www.csc.edu.cn/chuguo/s/3737 "
210324,Statement regarding Hong Kong’s adoption of a new national security law,"Statement
March 20, 2024 - Ottawa, Canada - Global Affairs Canada

Global Affairs Canada today issued the following statement on Hong Kong’s rapid passage of the Safeguarding National Security Ordinance and expressing deep concern regarding the impact the new law could have on human rights in Hong Kong:

“Canada is concerned that the new national security law adopted by Hong Kong could deviate further from internationally accepted standards of proportionality, transparency and accountability.

“The law’s broad definitions of national security offences and national security threats raise concerns about the potential for enforcement overreach. There is no clear provision for an independent review mechanism to ensure proportionality, transparency, and accountability in the law’s application.

“Canada recognizes Hong Kong’s right to enact legislation to address legitimate national security considerations. This new legislation, however, fails to safeguard the human rights and freedoms enshrined in the Basic Law and in international instruments to which Hong Kong is a party.

“The National Security Law imposed in 2020 led to the violation of human rights and the suppression of open debate in Hong Kong. The new law risks compounding the chilling effect created by the National Security Law at a moment when the city is trying to maintain its status as an open and free international hub.”"
120324,"Tribunal Initiates Inquiry—Certain Wire Rod from China, Egypt, and Vietnam","News release
Ottawa, Ontario, March 11, 2024—The Canadian International Trade Tribunal today initiated a preliminary injury inquiry into a complaint by Ivaco Rolling Mills 2004 LP, of L’Orignal, Ontario, that it has suffered injury as a result of the dumping of certain wire rod from the People’s Republic of China, the Arab Republic of Egypt and the Socialist Republic of Vietnam. The Tribunal’s inquiry is conducted pursuant to the Special Import Measures Act (SIMA) as a result of the initiation of a dumping investigation by the Canada Border Services Agency (CBSA).

On May 7, 2024, the Tribunal will determine whether there is a reasonable indication that the alleged dumping has caused injury or retardation, or is threatening to cause injury, as these words are defined in SIMA. If so, the CBSA will continue its investigation and, by June 6, 2024, will make a preliminary determination. If this preliminary determination indicates that there has been dumping, the CBSA will then continue its investigation and, concurrently, the Tribunal will initiate a final injury inquiry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s inquiry may do so by filing a Form I – Notice of Participation."
090324,"The CBSA launches an investigation into the alleged dumping of certain wire rod from China, Egypt, and Vietnam","News release
March 8, 2024

Ottawa, Ontario – The Canada Border Services Agency (CBSA) is committed to protecting the Canadian economy and jobs by ensuring a fair playing field when faced with international competition.

The CBSA announced today that it is launching an investigation to determine whether certain wire rod from China, Egypt, and Vietnam are being sold at unfair prices in Canada.

The investigation is a result of a complaint filed with the CBSA by Ivaco Rolling Mills 2004 LP (Ivaco) (L’Orignal, ON). The complainant alleges that as a result of an increase in volume of the dumped imports from China, Egypt, and Vietnam, they have suffered material injury in the form of lost market share, lost sales, price undercutting, price depression, price suppression, as well as a negative impact on employment, capacity utilization, and financial performance. 

The CBSA and the Canadian International Trade Tribunal (CITT) both play a role in the investigation. The CITT will begin a preliminary inquiry to determine whether the imports are harming Canadian producers and will issue a decision by May 7, 2024. Concurrently, the CBSA will investigate whether the imports are being sold in Canada at unfair prices, and will make a preliminary decision by June 6, 2024.

Currently, there are 150 special import measures in force in Canada, covering a wide variety of industrial and consumer products, from steel products to refined sugar. These measures have directly helped to protect approximately 30,300 Canadian jobs and $10.96 billion in Canadian production.

Quick facts
The subject goods are certain wire rod. For more product information, please refer to the CBSA’s Anti-dumping and countervailing webpage.

The Canadian market for wire rod has been estimated to be approximately $194 million annually.

A statement of reasons, which provides more details about the investigation, will be available on the CBSA's website within 15 days from the date the investigation is launched."
200224,Tribunal Initiates Expiry Review—Carbon Steel Welded Pipe from China,"News release
Ottawa, Ontario, February 19, 2024—The Canadian International Trade Tribunal today initiated an expiry review of its order made on March 28, 2019, in expiry review RR-2018-001, to determine if the expiry of the order is likely to lead to continued or resumed dumping or subsidizing of carbon steel welded pipe from the People’s Republic of China and is likely to result in injury to the domestic industry.

No later than July 18, 2024, the Canada Border Services Agency will determine if there is a likelihood of resumed or continued dumping or subsidizing. In the event of a positive determination, the Tribunal will determine, no later than December 24, 2024, whether the continued or resumed dumping or subsidizing is likely to result in injury to the domestic industry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s expiry review may do so by filing Form I—Notice of Participation."
180224,"Minister Joly meets with China’s Director of the Office of the Central Commission for Foreign Affairs and Minister of Foreign Affairs, Wang Yi","Readout
February 17, 2024 – Munich, Germany - Global Affairs Canada

The Honourable Mélanie Joly, Minister of Foreign Affairs, today met with China’s Minister of Foreign Affairs, Wang Yi, on the margins of the Munich Security Conference.

The Ministers discussed Canada-China relations and issues critical to global security, including Russia’s invasion of Ukraine and the crisis in the Middle East.

Both Ministers agreed that bilateral issues should continue to be discussed pragmatically and constructively, in a spirit of mutual respect, with regular communication between the two sides."
180124,Tribunal Continues Order—Steel Piling Pipe from China,"News release
Ottawa, Ontario, January 17, 2024—The Canadian International Trade Tribunal today continued its order made on July 4, 2018, in expiry review RR-2017-003, continuing, without amendment, its finding made on November 30, 2012, in inquiry NQ-2012-002, concerning the dumping and subsidizing of steel piling pipe from the People’s Republic of China.

The Tribunal found that the expiry of the order was likely to result in injury. As such, the Tribunal continued its order. The Canada Border Services Agency will therefore continue to impose anti-dumping and countervailing duties on this product.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters."
160124,"Tribunal Initiates Expiry Review—Corrosion-resistant Steel Sheet from China, Chinese Taipei, India and Korea","News release
Ottawa, Ontario, January 15, 2024—The Canadian International Trade Tribunal today initiated an expiry review of its finding made on February 21, 2019, in inquiry NQ-2018-004, to determine if the expiry of the finding is likely to lead to continued or resumed dumping of corrosion-resistant steel sheet from the People’s Republic of China, the Separate Customs Territory of Taiwan, Penghu, Kinmen and Matsu (Chinese Taipei), the Republic of India and the Republic of Korea and is likely to result in injury to the domestic industry.

No later than June 13, 2024, the Canada Border Services Agency will determine if there is a likelihood of resumed or continued dumping. In the event of a positive determination, the Tribunal will determine, no later than November 20, 2024, whether the continued or resumed dumping is likely to result in injury to the domestic industry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s expiry review may do so by filing Form I—Notice of Participation. "
120124,"Minister Joly speaks with China’s Director of the Office of the Central Commission for Foreign Affairs and Minister of Foreign Affairs, Wang Yi","Readout
January 11, 2024 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mélanie Joly, Minister of Foreign Affairs, today spoke with China’s Minister of Foreign Affairs, Wang Yi.

The Ministers exchanged views on a wide range of critical global and regional issues, including the Israel-Hamas conflict, Russia’s invasion of Ukraine, and ongoing challenges and opportunities in the Indo-Pacific region.

Minister Joly raised concrete priorities for forward collaboration, including fighting climate change and deepening our economic and people-to-people ties, for the benefit of citizens and businesses in both countries, and both ministers tasked their respective officials to advance next steps. 

Minister Joly highlighted that amidst an international security crisis, Canada will pursue pragmatic diplomacy. She reiterated that Canada will continue to uphold its interests and values, as described in Canada’s Indo-Pacific Strategy, and defend the international rules-based order.

Both Ministers highlighted that despite recent challenges in the bilateral relationship, it is important to keep communication channels open."
