Date,Title,Content,Source
230524,"Minister Ng meets with United States Trade Representative Katherine Tai in Phoenix, Arizona","Readout
May 22, 2024 - Phoenix, Arizona - Global Affairs Canada

Yesterday, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, met with Ambassador Katherine Tai, United States Trade Representative, at the fourth Canada-United States-Mexico Agreement (CUSMA) Free Trade Commission meeting, hosted by the United States in Phoenix, Arizona.

During their meeting, Minister Ng emphasized the need for the 3 countries to continue working together to successfully implement CUSMA in support of North America’s economic security and global competitiveness. She also highlighted CUSMA’s key role in strengthening supply chains across sectors, such as for electric vehicle manufacturing and critical minerals.

The Minister discussed outstanding bilateral trade issues between Canada and the United States, including the timely formation of CUSMA dispute panels for softwood lumber cases. They discussed guidance from the U.S. presidential administration on implementation of the United States’ Build America, Buy America Act and CUSMA rules of origin for automobiles.

Minister Ng emphasized the significance of the Line 5 energy pipeline for energy trade between, and the security of, Canada and the United States. She provided an update on work underway by Canada to provide greater transparency and predictability in the trade and investment environment for the North American steel and aluminum sectors.  

The Minister added that she looks forward to Canada’s hosting of the fifth Free Trade Commission meeting in 2025.

Quick facts
The Canada-United States trading relationship is one of the largest in the world, with nearly $3.6 billion worth of goods and services crossing the border daily.
Canada is the top export destination for 35 U.S. states. Canada buys more goods from the United States than China, France and Japan combined.
In 2023, Canada was the United States’ largest trading partner, with more than $1.3 trillion worth of bilateral trade in goods and services.
Approximately 79% of Canadian goods exported to the United States are incorporated into U.S. supply chains.
Canada produces over 60 types of minerals and metals, and it is the only country in the western hemisphere that has all the critical minerals required to manufacture batteries for electric vehicles.
In BloombergNEF’s latest global ranking for the lithium-ion-battery supply chain, Canada claimed the top spot, ahead of China.
More than 2.2 million jobs in Canada depend on exports to the United States, and more than 7.8 million jobs in the United States are related to trade with Canada.
CUSMA has been in force since July 1, 2020. It reinforces North American supply chains and enables Canada, the United States and Mexico to compete as a regional bloc in the global market.
Associated links
Minister Ng met with Ambassador Katherine Tai, United States Trade Representative, at the G7 Trade and Investment Ministers Meeting
Canada-United States relations
Doing business in the United States
Canada-United States-Mexico Agreement",Canada
210524,Launch of public consultations on potential collection of information on country of smelt and cast for aluminum imports,"News release
May 21, 2024 - Ottawa, Ontario - Global Affairs Canada

The Government of Canada is committed to transparency in the collection and publication of data related to aluminum imports. Today, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, announced that public consultations will begin on May 21, 2024, on next steps in the potential collection and publication of information on country of smelt and cast (CSC) for aluminum imports.

The consultations will serve to gather stakeholder feedback on prospective new requirements under Canada’s Aluminum Import Monitoring Program regarding the provision of import information on CSC as a condition of using General Import Permit No. 83.

This approach to aluminum import data would align with Canada’s approach to collecting information on country of melt and pour for steel goods under the Steel Import Monitoring Program. Gathering information on CSC would support supply chain transparency and help obtain a more comprehensive picture of the origins of imported aluminum goods.

Global Affairs Canada (GAC) invites participation and comments from the public and stakeholders, including:

producers, manufacturers, processors, distributors, retailers and importers
industry associations and labour unions
small, medium-sized and large enterprises
To participate in the consultation, interested parties are encouraged to review the consultation information and background information and provide feedback through the online questionnaire. The consultations will be open until June 28, 2024.

Quotes
“Canada’s aluminum sector is a pillar of the Canadian economy, providing thousands of well-paying jobs and key inputs for other major industries, including energy, advanced manufacturing, construction and auto-making. These consultations will help ensure that we have the feedback necessary to proceed in a way that adheres to the principles of import data transparency and serves industry needs .”

- Mary Ng, Minister of Export Promotion, International Trade and Economic Development
Quick facts
In 2021, the Canadian aluminum industry employed approximately 11,000 workers and contributed $3.4 billion to Canada’s GDP.

Canada does not currently collect CSC information for aluminum imports that are subject to the Aluminum Import Monitoring Program, nor is Canada under any international trade obligation to do so.

GAC administers the Aluminum Import Monitoring Program; in 2023, more than 132,000 transactions of aluminum goods were imported into Canada under the program.

Aluminum goods presently covered by the program are imported under General Import Permit No. 83 of the Export and Import Permits Act.",Canada
190524,Minister Ng advances Canada’s trade priorities at the Asia-Pacific Economic Cooperation Ministers Responsible for Trade Meeting,"News release
May 19, 2024 - Arequipa, Peru - Global Affairs Canada

This week, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, participated in the Asia-Pacific Economic Cooperation (APEC) Ministers Responsible for Trade Meeting in Arequipa, Peru. The meeting’s theme was Empower, Include, Grow.

While at the APEC meeting, Minister Ng emphasized the importance of the rules-based multilateral trading system with the WTO at its core. She encouraged APEC partners to move forward on outstanding priorities outlined at the 13th WTO Ministerial Conference, including those related to dispute settlement, fisheries subsidies, investment facilitation for development and WTO reform.

She highlighted Canada’s ongoing efforts to deepen ties with countries in the Indo-Pacific region, citing its collaboration with APEC member economies to promote strong and inclusive growth that benefits everyone across the region. These efforts include enhancing trade networks through digital advancements.

During a meeting of the APEC Business Advisory Council, ministers and private sector executives discussed potential solutions to support businesses—including small and medium-sized enterprises—to succeed in international trade. 

Minister Ng and her Peruvian counterpart, Minister Elizabeth Galdo Marin, also issued a joint statement on the 15th anniversary of the Canada-Peru Free Trade Agreement, which underpins the strong trade relationship between Canada and Peru. The ministers noted that this year marks the 80th anniversary of diplomatic ties between Canada and Peru, an outstanding milestone for the 2 countries.

On the margins of the APEC meeting, Minister Ng hosted a breakfast with ministers of member economies of the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP) to discuss progress made on Canada’s priorities and set goals for the CPTPP Commission meeting in the fall. They also discussed ways to make the CPTPP work for as many people as possible, including those who have been traditionally under-represented, such as women and Indigenous Peoples.

Minister Ng noted that, as the commission’s 2024 chair, Canada is working to ensure that the CPTPP remains at the cutting edge of trade policy to build a brighter future for member economies. She also highlighted Canada’s progress on the General Review of the CPTPP, which aims to address challenges and adapt the agreement to global changes.

Minister Ng reiterated Canada’s commitment to helping women entrepreneurs overcome obstacles and discover opportunities in global markets. She spoke about opportunities to empower women in trade and highlighted the many ways Canadian programs and Global Trade and Gender Arrangement initiatives are helping make international trade more inclusive and sustainable. She also highlighted Canada’s Women Entrepreneurship Strategy and SheTrades, an International Trade Centre initiative, which support women in trade. The meeting ended with a joint declaration endorsed by all partners.

In a series of bilateral meetings, Minister Ng spoke with Elizabeth Galdo Marín, Peru’s Minister of Foreign Trade and Tourism; Tim Ayres, Australia’s Assistant Minister for Trade; Zulkifli Hasan, the Republic of Indonesia’s Minister for International Trade; Dato Dr. Amin Liew, Brunei Darussalam’s Minister of Finance and Economy; Mr. Allan Gepty, Undersecretary for the International Trade Group (ITG) of the Philippines, Japan’s State Minsiter Tatsunori Ibayashi, and Thailand’s Trade Representative and Advisor to the Prime Minister, Dr. Nalinee Taveesin and to advance Canada’s interests on trade and investment issues.

Throughout her meetings, Minister Ng condemned Russia’s illegal and unjustifiable war of aggression against Ukraine, which has had significant economic and trade impacts globally, including by exacerbating supply-chain issues, energy and food insecurity, and high inflation.

Quotes
“As Canada is immersed in implementing its Indo-Pacific Strategy, the APEC meeting allowed us to advance our trade priorities, including strengthening resilient supply chains and growing sustainable and inclusive economies in the Indo-Pacific region. These meetings in Peru were great opportunities for Canada to actively engage on important issues to strengthen the rules-based trading system and support Canadian workers and businesses from coast to coast to coast.”

- Mary Ng, Minister of Export Promotion, International Trade and Economic Development
Quick facts
Canada is a founding member of APEC. Since its establishment in 1989, APEC has become the pre-eminent economic forum in the Asia-Pacific region.

APEC is a leading platform for Canada to advance economic policies in the region that promote free, fair and open trade and investment, as well as advance inclusive and sustainable growth.

Canada’s APEC membership strengthens its relationships with emerging economies and helps to advance the goals outlined in its Indo-Pacific Strategy.

The 21 APEC member economies account for nearly 40% of the world’s population, around half of global merchandise trade and approximately 60% of global GDP.

In 2023, 88% of Canada’s merchandise exports were to APEC economies. Four of Canada’s top 5 merchandise trading partners are APEC economies.

In 2023, foreign investment from APEC economies in Canada was valued at $866.2 billion.

From 2009 to 2023, bilateral merchandise trade between Canada and Peru increased by 83.9%. Peru became Canada’s second-largest merchandise export market in Central and South America and the third-largest market for direct foreign investment in Central and South America.

The value of Canada’s merchandise exports to Peru has risen steadily over the past 20 years, reaching $1.4 billion in 2023, while bilateral merchandise trade grew from $622 million in 2004 to $6.1 billion in 2023. Canadian foreign direct investment in Peru totaled $15.6 billion in 2023.",Canada
180524,"Minister Duclos concludes productive visit to Washington, D.C.","News release
May 17, 2024 - Washington, D.C. - Public Services and Procurement Canada

Today, the Honourable Jean-Yves Duclos, Minister of Public Services and Procurement, concluded a successful visit to Washington, D.C. As both Canada and the United States depend on strong trade relationships and shared security objectives, this visit aimed at reinforcing the cooperation between the 2 countries and the importance of building and maintaining resilient supply chains, especially in the Canadian defence sector.

While in Washington, Minister Duclos met with officials from the U.S. government and strategic defence and aerospace industry representatives. These meetings were aimed at promoting and advancing shared Canada-U.S. economic and security priorities. The new funding allocated to defence in Budget 2024 builds on unprecedented investments made to date by the government to support the members of our Armed Forces, strengthen Canada's defence capabilities and address global challenges. Canadian industry must be able to play a key role in existing and future partnerships with our U.S. neighbours. The viability of our domestic supply chains depends on it.

As highlighted in Our North, Strong and Free: A Renewed Vision for Canada’s Defence, the Government of Canada intends to reform defence procurement, including enabling increased use of government-to-government arrangements, where it makes sense to develop strategic partnerships with Canada’s allies, and especially the U.S..

Minister Duclos also took the opportunity to meet with Kirsten Hillman, Canada’s Ambassador to the United States of America, as well as Public Services and Procurement Canada’s (PSPC) Washington Sector, to discuss how to better advance this priority and highlight the important role the Ambassador and the Sector will play in supporting Canada’s defence procurement objectives with the U.S. government.

Quotes
“In the face of rapidly changing and increasingly complex threats to global security, it’s more important than ever to strengthen our partnerships with our neighbour and closest partner. These meetings confirmed our mutual economic interests and common security priorities in maintaining a strong defence and aerospace industry in North America. This reinforces Canada’s key role in safety and security while ensuring opportunities for Canadian industry and highly skilled and well-paid jobs in Canada.”

The Honourable Jean-Yves Duclos
Minister of Public Services and Procurement 
Quick facts
This was Minister Duclos's first visit to Washington, D.C., as the Minister responsible for Public Services and Procurement.

During his trip, Minister Duclos met with representatives from the U.S. Department of Defense to discuss common priorities, including providing updates on cyber security certification for defence suppliers in Canada. 

PSPC’s Washington Sector manages all Canadian acquisitions conducted through the U.S. Foreign Military Sales program. Currently, the Sector oversees a portfolio valued at USD $13.5 billion, supporting project capabilities like Canada’s Multi Mission Aircraft, Canadian Surface Combatant, and Manned Airborne Intelligence, Surveillance and Reconnaissance.

Minister Duclos also had meetings with industry representatives from companies such as Arcfield, Boeing Defense, Space and Security, Lockheed Martin and RTX. ",Canada
170524,Canada advances trade priorities at third annual Small and Medium-Sized Enterprises Dialogue of Canada-United States-Mexico Agreement,"News release
May 16, 2024 - Montréal, Quebec - Global Affairs Canada

The Canada-United States-Mexico Agreement (CUSMA) is a model free-trade agreement for the world, supporting economic growth, prosperity and competitiveness for all 3 countries.

This week, in Montréal, Canada hosted the third annual CUSMA Small and Medium-Sized Enterprises (SMEs) Dialogue, bringing together over 175 representatives of SMEs, industry leaders and government officials from across North America. Maninder Sidhu, Parliamentary Secretary to the Minister of Export Promotion, International Trade and Economic Development, and Rob Stewart, Deputy Minister of International Trade, engaged with participants to help advance trade opportunities for SMEs. They highlighted the importance of CUSMA for growth and prosperity and reflected on the 3 countries’ shared priorities, including increasing the engagement of SMEs led by groups traditionally underrepresented in international trade.

The Parliamentary Secretary also visited the Canadian Pavilion at the Salon International de l’Alimentation au Canada [international food show in Canada], featuring over 100 Canadian companies, and interacted with international buyers seeking to purchase from Canadian SMEs. In addition, he sat down with representatives of the non-profit industry group AluQuébec to discuss the priorities of the Canadian aluminum industry, whose exports are vital to North American supply chains and crucial to supporting the transition to a green economy. 

Quotes
“Canada, the United States and Mexico share the goal of making the North American market even more integrated, efficient and competitive. SMEs are the backbone of our shared supply chains and economies. Through CUSMA, our 3 countries are working together to help our SMEs thrive and succeed in exporting.”

- Maninder Sidhu, Parliamentary Secretary to the Minister of Export Promotion, International Trade and Economic Development
Quick facts
CUSMA took effect in 2020, spanning a market of around 500 million people and representing nearly 30% of the global economy.

In 2023, the 3 countries imported close to a total of $2 trillion in merchandise from each other—that’s nearly $5.3 billion in trade crossing their borders every day.

The CUSMA SME Committee, chaired by Canada in 2024, organizes the dialogue every year to discuss issues that are important to SMEs.

In Canada, Mexico and the United States, SMEs account for more than 99% of all companies, helping the 3 countries’ economies thrive.",Canada
080524,Minister Ng welcomes NAFTA dispute panel ruling regarding U.S. countervailing duties on Canadian softwood lumber,"Statement
May 7, 2024 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, issued the following statement regarding yesterday’s decision by the North American Free Trade Agreement (NAFTA) Chapter 19 panel on U.S. countervailing duties on Canadian softwood lumber:

“Canada welcomes the panel’s decision that U.S. duties on Canadian softwood lumber are inconsistent with U.S. law.

“The Canadian softwood lumber industry is a critical and reliable partner to the United States, creating jobs and making valuable contributions to our deeply integrated North American supply chains.

“Although we are disappointed by certain aspects of yesterday’s decision, it is still an important step toward the elimination of U.S. countervailing duties and supports Canada’s long-standing position that U.S. duties on Canadian softwood lumber products are unfair and unwarranted.

“It is in the best interests of both Canada and the United States to find a durable, mutually acceptable resolution to this dispute, and Canada remains ready to work collaboratively toward that goal.”

Quick facts
Over the last 40 years, the U.S. lumber industry has frequently sought unwarranted U.S. government restrictions on Canadian softwood lumber imports through the application of U.S. countervailing and anti-dumping duty laws
In November 2016, the U.S. softwood lumber industry requested the initiation of anti-dumping and countervailing investigations, which led to the imposition of duties on Canadian softwood lumber products beginning in early 2017
Canada is actively defending its softwood lumber industry against these trade measures by challenging U.S. decisions imposing unfair duties on Canadian softwood lumber under NAFTA, the Canada-United States-Mexico Agreement, the WTO and the United States Court of International Trade",Canada
200424,CBSA phasing in CARM: launching internally for CBSA use as planned in May and later in the fall for trade chain partners,"News release
April 19, 2024

Ottawa, Ontario – Today, the Canada Border Services Agency (CBSA) provided an update on its plans for the launch of the CBSA Assessment and Revenue Management (CARM) digital initiative, which will modernize the collection of duties and taxes for goods imported into Canada. 

CARM will launch internally at the CBSA on May 13, as planned, to advance the Agency’s compliance and enforcement efforts. However, as a result of strike vote activity now underway by the Public Service Alliance of Canada and the possible impact on the Agency’s operations in the event of a positive strike vote, it is the intention of the CBSA to reschedule the launch for trade chain partners to October 2024. This will ensure that the Agency can support partners as they start using CARM. Therefore, until the fall, trade chain partners will continue to operate as they have.

CARM is ready to roll out. However, the support of CBSA employees is critical to the successful implementation of CARM. By rescheduling its launch, the Agency is setting industry partners up for success. Given the links between CARM and other business mainframe systems in the CBSA and Canada Revenue Agency, the next scheduled window to migrate major IT changes is October 2024.

The CBSA held approximately 100 consultation and technical working group sessions, over 160 direct engagement events, and has completed multiple cycles of testing, including over 10 months of simulation with direct participation by CBSA employees and industry. Industry has worked to be ready with approximately 71,500 importers now registered in CARM – these importers represent over 92 percent of the volume of goods imported.

In addition to protecting and growing $40 billion a year in revenue for Canadians, CARM will provide a number of other benefits:

Eliminate cumbersome and time-consuming paper-based processes
Provide better tools that will allow the CBSA to focus its compliance and enforcement efforts on potential bad actors
Improve functionality for importers through the ability to enroll in commercial programs, submit accounting documents, and receive notifications through their CARM Client Portal account
The internal launch of CARM at the CBSA, starting on May 13, will allow the Agency to advance work towards the expected benefit of better compliance. The CBSA will use CARM to identify errors and discrepancies in duties and tax submissions, and begin to work with industry in these areas. These efforts respond to a study by the Auditor General of Canada, who had estimated that as many as 20% of goods coming into Canada were misclassified, resulting in a lesser amount of duty paid.",Canada
160424,"Canada’s delegation to UNPFII advocates for the enhanced participation of Indigenous Peoples, including the unique and diverse perspectives of Indigenous youth","News release
April 15, 2024 — New York, NY — Unceded territory of the Lenape – Crown-Indigenous Relations and Northern Affairs Canada

The strong voices of Indigenous youth are changing communities, challenging the status quo, and taking the lead in building a better, fairer, and more sustainable future for all people in Canada. Today, Indigenous leaders, youth, and community representatives, alongside Canadian federal officials and those from member states from around the world, came together for the opening of the 23rd session of the United Nations Permanent Forum on Indigenous Issues (UNPFII).

Over the span of 10 days, participants will gather as part of an ongoing international dialogue on Indigenous rights and issues across the globe. The Honourable Gary Anandasangaree, Minister of Crown-Indigenous Relations, led Canada’s delegation to UNPFII, which includes First Nations, Inuit and Métis Elders and youth. This year’s theme, focused on emphasizing the voices of Indigenous youth, provides the opportunity for an inter-generational dialogue on a variety of topics, including the United Nations Declaration on the Rights of Indigenous Peoples and the 2030 Agenda for Sustainable Development. Advocacy at the United Nations (UN) by Indigenous youth is essential given their diverse and valuable perspectives in areas such as enhancing the participation of Indigenous Peoples at the UN. Canada continues to support the goal of creating a new category for Indigenous participation at the UN since the issue was last negotiated in 2017.

To highlight the importance of dialogue, Minister Anandasangaree, the Tŝilhqot’in Nation, and the Indigenous Coordinating Body on Enhanced Participation co-hosted an event between Indigenous leaders and youth from across the globe. This event highlighted current efforts being made to promote the inclusion of Indigenous Peoples in global policy and decision-making and to ensure that the unique perspectives, knowledge, and wisdom of Indigenous Peoples, including Indigenous youth, are brought to the forefront of international discussions.

The Truth and Reconciliation Commission’s Call to Action 66 calls for the federal government to establish multi-year funding for community-based youth organizations to deliver programs on reconciliation, and establish a national network to share information and best practices. Since 2019, Canada has invested in a five-year Indigenous youth pilot program, led by an Indigenous youth organization called Indigenous Youth Roots. Canada continues to empower Indigenous youth and promote greater inclusion in policy-making, and there is more to do. Indigenous youth also play an important role in the implementation of the UN Declaration Act Action Plan, which ensures sustained and continued efforts to uphold the human rights of Indigenous Peoples now and in the future. The active participation of Indigenous youth in the consultation and cooperation process for the UN Declaration Act Action Plan, including the measures that specifically respond to the rights of Indigenous youth, further supports the inclusion of Indigenous youth in transformational work that will move the dial forward on reconciliation. Meaningful work is underway, but there is more to do.

It is essential that Indigenous Peoples, including Indigenous youth, have the space to speak in their own voices on the issues affecting them and their communities, which will ultimately lead to better outcomes for all generations ahead.

Quotes
“I am truly inspired by the many courageous Indigenous youth from across the globe whom I have had the opportunity to listen to and learn from during my time at the Permanent Forum. To all the young people I met at the United Nations and beyond, I commit to help amplify your voices so you can be at the tables where decisions are made that impact you.”

The Honourable Gary Anandasangaree
Minister of Crown-Indigenous Relations
“Being here at the United Nations is an opportunity to bring awareness and attention to the youth. There is a lot to deal with in the past but we need to look forward. Joining the UNPFII is about reaching out, connecting, and inspiring. We are giving hope for a brighter future for our youth.”

Nits’ilʔin (Chief) Joe Alphonse, O.B.C, LL.D. (hon.). Tribal Chair
Tŝilhqot’in National Government
Quick facts
The United Nations Permanent Forum on Indigenous Issues (UNPFII) is a high-level advisory body to the Economic and Social Council (ECOSOC). The Forum was established on July 28, 2000, with the mandate to support Indigenous issues related to economic and social development, culture, the environment, education, health, and human rights.

The theme for the 23rd Session of the Permanent Forum is, ""Enhancing Indigenous Peoples’ right to self-determination in the context of the United Nations Declaration on the Rights of Indigenous Peoples: emphasizing the voices of Indigenous youth”.

The Permanent Forum provides expert advice and recommendations on Indigenous priorities to the ECOSOC, as well as to programs, funds, and agencies of the United Nations. It also:

raises awareness and promotes the integration and coordination of activities related to Indigenous issues within the UN system;
prepares and shares information on Indigenous issues; and,
promotes respect for and full application of the UN Declaration on the Rights of Indigenous Peoples.
The Permanent Forum is one of three UN-mandated bodies that deal with Indigenous areas of interest. The other two are the Expert Mechanism on the Rights of Indigenous Peoples and the Special Rapporteur on the Rights of Indigenous Peoples.

Released on June 21, 2023, the UN Declaration Act Action Plan provides a roadmap for implementing the UN Declaration and achieving its the objectives.",Canada
150424,Minister Vandal discusses shared priorities with Arctic allies,"News release
April 15, 2024 — Anchorage, Alaska, United States — Crown–Indigenous Relations and Northern Affairs Canada

The Honourable Dan Vandal, Minister of Northern Affairs, concludes his participation in the Arctic Encounter Symposium with appreciation of those who contributed to the important discussions that took place during the event. 

This annual conference in Anchorage, Alaska, gathers more than 1,000 participants–including Indigenous leaders, scientists, government officials, and business executives–from over 25 countries. It provides opportunity to reinforce ties between Canada, the United States, and other circumpolar countries.

During the three-day conference, the Minister had many positive and productive interactions. The Minister engaged with Keizo Takewaka, Ambassador for International Economic Affairs and Arctic Affairs (Japan), Mads Qvist Frederiksen, Executive Director of the Arctic Economic Council (Norway), Petteri Vuorimäki, Ambassador of Arctic Affairs, Senior Arctic Official, Ministry of Foreign Affairs (Finland), and Senator Lisa Murkowski, United States Senate, Alaska (United States). 

Minister Vandal took part in a panel discussion about exploring pathways for increasing Arctic collaboration, where he exchanged views with high-profile speakers from Greenland, Iceland, Norway, and the United States. He also participated in a panel discussion around mobilizing likeminded nations to address threats in the Arctic. Lastly, the Minister travelled to the northernmost town in Alaska, Utqiagvik, to meet local community leaders and visit important institutions, such as the Ilisagvik College, the Heritage Center and the Barrow Arctic Research Center.

As the lead federal department for the North, Crown-Indigenous Relations and Northern Affairs Canada has direct responsibility for the political and economic development of the North and plays an important role in the promotion of circumpolar cooperation amongst Arctic Nations. Events like the Arctic Encounter Symposium permit the free and frank exchange of information, across regions of both geography and expertise.

Quotes
“At a time when the Arctic is an increasingly complicated geopolitical environment, I am proud to have taken part in the Arctic Encounter Symposium’s important discussions. Canada co-developed its long-term vision for the North and the Arctic, the Arctic and Northern Policy Framework, collaboratively with Indigenous representatives and six territorial and provincial governments. These kinds of positive dialogues are consistent with Canada’s commitment, along with circumpolar allies, to maintain the Arctic as a region of peace and stability.”

The Honourable Dan Vandal, P.C., M.P.
Minister of Northern Affairs
Quick facts
CIRNAC works with Global Affairs Canada to lead Canada’s efforts to support and advance Indigenous and northern perspectives in the Canadian and circumpolar Arctic.

Launched in 2019 and developed with Indigenous representatives and six territorial and provincial governments, Canada’s Arctic and Northern Policy Framework is a long-term vision for the Arctic and the North to reflect the priorities and perspectives of Arctic and northern people.

Supporting Indigenous leadership and co-developing solutions to climate change, housing and food security in northern communities for First Nations, Inuit and Métis is central to advancing the reconciliation journey and self-determination.",Canada
020424,The CBSA and U.S. CBP provide an update on the NEXUS program,"News release
April 2, 2024

Ottawa, Ontario

The Canada Border Services Agency (CBSA) and U.S. Customs and Border Protection (CBP) NEXUS program speeds up border crossings for frequent travellers from Canada and the United States. Since 2002, the bilateral trusted traveller program has supported communities and economic interests on both sides of the border by expediting the crossing of pre-screened travellers and allowing border officers to focus more attention on stopping illegal activities and criminals.

Work is underway to increase the NEXUS application fee from US$50 to US$120 effective October 1, 2024, subject to approval of regulatory amendments in the United States and Canada.

The current fee, set over 20 years ago, no longer covers the cost of the program. The new fee would reflect more accurately the cost of administrating the program and the investment required for future program improvements, including technology and infrastructure enhancements. This would work out to US$24 per year for the 5-year membership.    

The proposed increase would help keep up with the high demand for the program and continue to improve NEXUS. Since April 2023, we have received over 510,000 applications and completed almost 10,000 interviews every 2 weeks.

Applicants are encouraged to book their interview as soon as possible. Appointments are always available on the Trusted Traveller Programs System. Many enrolment centres offer next-day availability for scheduling interviews, allowing applicants to book their appointments quickly.

In anticipation of an increase in demand between now and October, the CBSA and U.S. CBP remain ready to process applications and will continue to make interviews available.

Over the past year, the CBSA and U.S. CBP have:

Reduced the inventory of NEXUS interviews by 25% since July 2022.
Expanded hours of service at enrolment centres in both Canada and the U.S. to increase the availability of interview appointments.
Introduced split interviews at land enrolment centres, offering additional interview options for applicants.
Reopened Canadian airport enrolment centres for two-step interviews.
Provided flexibility for applicants to complete the interview process, while encouraging them to complete their interviews as soon as possible.
Quick facts
Applicants who have submitted their application and paid the US$50 fee, but have not completed their enrolment interviews by October 1, 2024, will not have to pay the proposed US$120 fee.

The proposed fee aligns with the fee harmonization across other Trusted Traveller Programs administered by U.S. CBP.

The NEXUS program currently has over 1.8 million members, with the majority of members being Canadian.

NEXUS cards allow members to:

use self-serve NEXUS kiosks or eGates when entering Canada at nine major international airports
use dedicated vehicle lanes at 20 designated land border crossings
use U.S. Global Entry kiosks for entry into the U.S.
receive expedited clearance through CATSA security screening lines at major and select mid-sized airports in Canada
receive expedited clearance through the U.S. Transportation Security Administration Pre-Check lines at over 200 participating U.S. airports
clear the border by boat using the Telephone Reporting Centre and pre-register your arrival at 426 designated sites",Canada
190324,Minister Ng meets with Americas Partnership for Economic Prosperity trade ministers,"News release
March 18, 2024 - Ottawa, Ontario - Global Affairs Canada

The Americas Partnership for Economic Prosperity (APEP) is an initiative of 12 like-minded partners in the Western Hemisphere that aims to strengthen political and economic ties in the region. 

Today, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, met with her APEP counterparts to discuss ways to deepen regional economic integration and develop sustainable, inclusive approaches to trade and investment.

During the virtual meeting, Minister Ng emphasized the importance of making trade work for everyone. She underscored how collaboration in the Americas can help facilitate trade through strategic commercial relationships that strengthen the region’s competitive advantage and deliver tangible benefits, such as jobs and more-secure supply chains, for businesses, people and communities.   

Quotes
“Canada recognizes that the strength of our economy relies on the success of small and medium-sized enterprises, including those run by women, Indigenous people and other diverse groups. We are committed to ensuring that the benefits of trade are more accessible for all. I look forward to working further with my APEP colleagues to promote inclusive growth, sustainable development and opportunity for all.”

- Mary Ng, Minister of Export Promotion, International Trade and Economic Development  
Quick facts
APEP was announced by U.S. President Joe Biden in June 2022 on the margins of the Summit of the Americas.

The members of APEP are Barbados, Canada, Chile, Colombia, Costa Rica, the Dominican Republic, Ecuador, Mexico, Panama, Peru, the United States and Uruguay.

All members of the APEP signed the Joint Declaration on the Americas Partnership for Economic Prosperity.",Canada
130324,"Statement by Minister Ien, Head of the Delegation of Canada, to UNCSW 68th Session","Speech
March 12, 2024 – New York (New York) — Women and Gender Equality Canada

– Check against delivery –

I’d like to begin by acknowledging that we are gathered on the traditional territory of the Munsee Lenape.

Thank you to the Commission on the Status of Women, and to my colleagues here as well - I’m honoured to deliver this statement on behalf of Canada.

It’s no secret that these are unstable times – people around the world are struggling for survival and impacted by food insecurity, displacement, human trafficking, war, and lacking proper healthcare and reproductive care.

And we know that these issues disproportionally impact women, girls, and children – and they persist for generations.

Our position – Canada’s position - is that gender equality is non-negotiable. It is a fundamental human right, and it must be protected.

That protection must be rooted in solidarity between governments, civil society organizations, and the private sector.

I want to take a moment to recognize the young Canadian leaders that we are so honored to stand alongside. Their presence here gives us so much hope, these young women are not waiting for solutions – they are going out and creating their own – and I want to thank them for reminding us that equality and justice are something that we can achieve.

They know – and we all know – it isn’t by chance that the rights of women and girls are under attack – this regressive campaign is coordinated, and it does not stay within any one country’s borders.

Which is why we need to use forums like this to build up our unshakeable commitment to protect marginalized people, and more specifically, women and girls in all countries.

In Canada, we’re tackling these issues through a number of programs, and I will name a few.

We’re doing this through our National Action Plan to End Gender-based Violence, that is focused on preventing violence before it happens, because we know that women cannot succeed economically or socially, if they aren’t safe; and the 2SLGBTQI+ Action Plan to support the queer and trans communities in their time of need.

We’re also expanding our social safety net using a feminist lens, by implementing a National Childcare Program that will make daycare affordable; a National Pharmacare program, that will make contraceptives and diabetes medication free; a Menstrual Equity Fund, because no one should have to choose between being able to afford groceries or menstrual products; and a Disability Inclusion Action Plan, to make sure that people with disabilities have the same opportunities in our communities and in our workforce.

These programs weave gender equality into the very fiber of our values, of who we are as Canadians - and into our daily lives.

We know that even with this progress, we still have work to advance reconciliation with Indigenous Peoples, closing the gender pay gap and making sure there are more Canadian women in positions of leadership.

We also take seriously our role in the global community to promote and protect gender equality, which we do through Canada’s Feminist International Assistance Policy that places gender equality at its core and prioritizes supporting women’s rights organizations that are on the frontlines of fighting for gender equality.

And through our Women’s Voice and Leadership Program we provide support for women and girl’s education in developing countries – because when you educate a woman, you educate a nation.

We are very proud of being one of the leading advocates when it comes to investing in women’s and LGBTI rights organizations, and we intend to continue this long-standing Canadian tradition of standing up for equity and equality around the world.

To close, I want to remind everyone that young people are counting on us – it’s up to us to hear them, to see them, and to commit to never backing down from building a better, more equal world.

Thank you.",Canada
